"Qual é a definição de guerra naval, segundo o documento?","É a parte constituída por ações militares conduzidas nos espaços marítimos, águas interiores e áreas terrestres limitadas de interesse, incluindo o espaço aéreo sobrejacente."
O que é um Teatro de Operações (TO)?,"É o espaço geográfico necessário à condução de operações militares para o cumprimento de uma missão, englobando o apoio logístico."
Quem estabelece inicialmente os limites de um Teatro de Operações (TO)?,Os limites são estabelecidos por ocasião do planejamento estratégico para uma determinada Hipótese de Emprego (HE).
Quem pode autorizar a alteração dos limites de um Teatro de Operações (TO)?,"O Comandante Supremo (CS), mediante solicitação do Comandante do Teatro de Operações (ComTO)."
Quando é estabelecida uma Área de Operações (AOp) em vez de um Teatro de Operações (TO)?,Quando a magnitude dos meios e a complexidade das ações não justificarem a criação de um TO.
Como são empregadas as Forças de Fuzileiros Navais em operações?,"São empregadas em Grupamento Operativo de Fuzileiros Navais (GptOpFuzNav), uma organização por tarefas."
Quais são os componentes que um Grupamento Operativo de Fuzileiros Navais (GptOpFuzNav) integra?,"Integra componentes de combate terrestre, combate aéreo, apoio de serviços de combate, e um componente de comando."
"Na guerra naval, o que são operações de apoio?",São operações conduzidas por forças não integrantes da que executa a operação principal.
"Em operações componentes ou de apoio, a quem caberá o controle operativo local se as relações de comando não forem especificadas?","Caberá, em princípio, ao Comandante mais antigo."
A Operação de Ataque é realizada para executar quais tarefas? (Cite duas),Destruir/neutralizar forças; interditar comunicações terrestres; reduzir resistência em área terrestre; ou destruir/danificar objetivos em terra e ao largo do litoral.
Quando uma Operação de Ataque caracteriza uma projeção de poder?,Quando é realizada contra objetivos em terra.
"Qual tipo de navio é preferencialmente o núcleo de uma força de ataque nas fases de disputa, estabelecimento e exploração do Controle de Área Marítima (CAM)?",O Navio-Aeródromo (NAe).
O emprego de uma força de ataque apenas com navios de superfície é fortemente condicionado por qual fator?,Pelo grau de ameaça aérea e de submarinos.
Qual é a principal capacitação dos submarinos em áreas controladas pelo inimigo?,"São as unidades navais capacitadas para operar em áreas onde o inimigo exerce algum grau de controle, negando o uso do mar e facilitando a atuação de outras forças."
O que é a Operação Antissubmarino?,"É a operação executada contra submarinos, visando negar ao inimigo o uso eficaz desses meios."
A Operação Antissubmarino pode ser dividida em dois grupos. Qual é o foco do primeiro grupo?,"Visa submarinos em trânsito ou posicionados em áreas onde se constituam ameaça potencial, mas não imediata."
Qual é o foco do segundo grupo de operações antissubmarino?,"Abrange operações contra submarinos com possibilidade de detectar, ou que já detectaram, as unidades navais ou um comboio a ser protegido."
O que é uma Operação Anfíbia (OpAnf)?,"É uma operação naval lançada do mar por uma Força-Tarefa Anfíbia (ForTarAnf) sobre uma região litorânea, com o propósito de introduzir uma Força de Desembarque (ForDbq) em terra."
Cite três das cinco modalidades de Operação Anfíbia.,"Assalto anfíbio, demonstração anfíbia, incursão anfíbia, projeção anfíbia e retirada anfíbia."
O que é um Assalto Anfíbio?,"É um ataque lançado do mar para, mediante um desembarque, estabelecer uma Força de Desembarque (ForDbq) em terra."
Qual é um dos efeitos desejados de um Assalto Anfíbio?,"Conquistar área de interesse para guerra naval/aérea, estabelecer base avançada, ou apoiar campanha terrestre."
Quais são as cinco fases de um Assalto Anfíbio?,"Planejamento, embarque, ensaio, travessia e assalto."
"Para o sucesso de uma Operação Anfíbia, o que é requerido na Área do Objetivo Anfíbio (AOA)?",Requer a obtenção do Controle do Ar e de elevado grau de Controle de Área Marítima (CAM).
Qual a diferença entre despistamento estratégico e despistamento tático em uma Operação Anfíbia?,"O estratégico é realizado fora da AOA para dissimular a localização da Força, enquanto o tático é realizado na AOA para encobrir a Área de Desembarque (ADbq)."
Até quando o Comandante da Força de Desembarque (ComForDbq) permanece subordinado ao Comandante da Força-Tarefa Anfíbia (ComForTarAnf)?,"Permanece subordinado até o término da operação, evidenciado pelo cumprimento de sua missão."
O que é uma Demonstração Anfíbia?,"Compreende a aproximação ao território inimigo por forças navais, com meios que caracterizam uma OpAnf, sem o efetivo desembarque de tropas."
Qual característica principal define uma Incursão Anfíbia?,"É definida pelo fato de haver uma retirada planejada, e não pelo tamanho da força ou duração da operação."
Cite um dos efeitos desejados de uma Incursão Anfíbia.,"Destruir ou neutralizar forças inimigas em suas bases, obter informações, ou resgatar pessoal e material."
O que é uma Projeção Anfíbia?,"É a utilização das capacidades do conjugado anfíbio para introduzir meios em área de interesse, a partir do mar, para cumprir tarefas diversas."
Para quais tipos de atividades a Projeção Anfíbia é apropriada?,"Para Operação de Evacuação de Não Combatentes (OpENC), apoio a Força de Paz, resposta a desastres ambientais e operação humanitária."
O que é uma Retirada Anfíbia?,"É a retirada ordenada e coordenada de forças de uma região litorânea hostil ou potencialmente hostil, por meio de navios, embarcações ou aeronaves embarcadas."
Qual é a finalidade de uma Operação de Minagem?,"Consiste no lançamento de minas para destruir meios inimigos ou, pela ameaça, conter, limitar ou retardar seu trânsito."
Qual a diferença entre campos minados ofensivos e defensivos?,"Ofensivos são plantados em áreas disputadas ou controladas pelo inimigo, enquanto defensivos são em áreas sob controle de quem os planta."
Qual meio é o único capaz de minar com segurança águas já minadas?,A aeronave.
Qual compromisso o Brasil assumiu em relação às minas terrestres antipessoal?,"Assumiu o compromisso de não empregar, armazenar, produzir ou transferir minas terrestres antipessoal."
O que é a Operação de Contramedidas de Minagem (CMM)?,Consiste na execução de ações ativas e passivas para reduzir ou controlar a ameaça constituída por minas inimigas.
As contramedidas ativas de minagem incluem quais ações?,Incluem a varredura e a caça de minas.
O que são as contramedidas passivas de minagem?,"São medidas de autoproteção dos navios, como a redução de ruídos irradiados e do magnetismo."
Qual o objetivo da Operação de Esclarecimento?,Visa à obtenção de informações necessárias para orientar o planejamento e o emprego de forças.
Quais são as quatro modalidades da Operação de Esclarecimento?,"Busca, Patrulha, Acompanhamento e Reconhecimento."
Defina a modalidade 'Busca' da Operação de Esclarecimento.,Consiste na investigação sistemática de determinada área para localizar um objeto ou confirmar sua ausência.
Defina a modalidade 'Patrulha' da Operação de Esclarecimento.,É a procura sistemática e contínua ao longo de uma linha de barragem para impedir que um objeto a cruze sem ser localizado.
Qual o propósito da modalidade 'Acompanhamento' na Operação de Esclarecimento?,Obter informações continuadas sobre os movimentos e a composição de alvos ou forças após sua detecção.
Qual o propósito da modalidade 'Reconhecimento' na Operação de Esclarecimento?,"Obter informações sobre atividades e meios do inimigo, ou coletar dados meteorológicos, hidroceanográficos, etc., da área de operações."
"Qual é a finalidade da Operação de Bloqueio, de acordo com o Direito Internacional?","Evitar que navios de todos os Estados, inimigos e neutros, entrem ou saiam de portos e áreas costeiras específicas de um Estado inimigo."
"Para ser considerado válido, um bloqueio deve obedecer a quais critérios? (Cite três)","Estabelecimento por um governo beligerante, Notificação aos Estados afetados, Eficácia, Imparcialidade e Limitações (não barrar acesso a portos neutros)."
O que define a 'Eficácia' de um bloqueio?,Deve ser mantido por forças suficientes para tornar perigosa a tentativa de entrar ou sair da área bloqueada.
O que é a Operação de Apoio Logístico Móvel?,Consiste em prover necessidades logísticas às forças em operação no mar.
O transporte de um porto a outro em apoio a um TO é considerado uma operação de apoio logístico móvel?,"Não, é considerado tráfego marítimo que merece controle e proteção especiais."
O que são Operações Especiais (OpEsp)?,"São operações realizadas por pessoal selecionado e adestrado, empregando métodos não convencionais para alcançar objetivos políticos, estratégicos, operacionais e táticos."
Quais são as condições essenciais para o sucesso de uma Operação Especial?,"O sigilo, a rapidez, a surpresa e a agressividade das ações."
Qual é o efeito desejado da Operação de Defesa de Porto ou de Área Marítima Restrita?,"O impedimento ou a neutralização de ataques contra um porto, seus acessos, ou áreas litorâneas/fluviais com instalações de interesse."
Qual é o efeito desejado da Operação de Defesa do Tráfego Marítimo?,O impedimento ou a dissuasão de ações que representem ameaça nas Águas Jurisdicionais Brasileiras (AJB) e nas Linhas de Comunicação Marítimas (LCM) de interesse nacional.
A Defesa do Tráfego Marítimo compreende quais duas atividades principais?,O Controle Naval do Tráfego Marítimo (CNTM) e a Proteção do Tráfego Marítimo.
O que é o Controle Naval do Tráfego Marítimo (CNTM)?,Traduz-se pelo conhecimento e intercâmbio de informações relativas aos navios mercantes e às ameaças que possam colocá-los em risco.
O que compreende a Proteção do Tráfego Marítimo?,Compreende a adoção de medidas ofensivas e defensivas para impedir ou dissuadir ações de forças adversas contra o tráfego marítimo de interesse.
A _____ é o conjunto de ações coordenadas dirigido para alcançar superioridade no ambiente informacional.,Operação de Informação (OpInfo)
A Operação de Informação pode ser desencadeada por meio de quais ações?,"Operação psicológica, guerra eletrônica, guerra cibernética, despistamento, e medidas de segurança."
O que é a Operação de Interdição Marítima (OIM)?,"É o conjunto de esforços para monitorar, interrogar, interceptar e, se necessário, abordar tráfego marítimo em uma área definida."
O que compreende a Operação Psicológica?,"Compreende atividades planejadas para criar em grupos (inimigos, hostis, neutros, amigos) emoções, atitudes ou comportamentos favoráveis à consecução dos objetivos nacionais."
Qual a diferença entre operação psicológica estratégica e tática?,"A estratégica apoia ações nos diversos campos do Poder Nacional com resultados a médio/longo prazo, enquanto a tática apoia operações militares com resultados a curto/médio prazo."
O que é a Operação de Busca e Resgate em Combate (Combate SAR)?,"É a coordenação de ações de busca, localização, identificação e resgate de pessoal em ambiente operacional incerto ou hostil."
O que é uma Operação Ribeirinha (OpRib)?,"É aquela realizada com o propósito de obter e manter o controle de uma Área Ribeirinha (ARib), ou para negá-la ao inimigo."
Qual é o princípio fundamental do conceito da Operação Ribeirinha?,O princípio de que é inviável o controle de hidrovias interiores sem o controle das áreas terrestres adjacentes e vice-versa.
O que é uma Operação Terrestre de Caráter Naval?,"É aquela desenvolvida em terra pelo Poder Naval no curso da campanha, podendo ser defensiva ou ofensiva."
Qual é a finalidade de uma Operação Civil-Militar?,"Busca estabelecer, manter influência ou capitalizar as relações entre forças militares e a população/autoridades civis para contribuir com a conquista de objetivos militares."
Como a Operação Civil-Militar se diferencia da Ação Cívico-Social (ACISO)?,A Operação Civil-Militar tem sempre um propósito militar imediato e não é meramente assistencialista.
Qual é o efeito desejado da Operação de Inteligência?,"A obtenção de dados de interesse militar cujo conhecimento é negado, através de técnicas operacionais e meios especializados."
A Operação de Defesa de Ilhas e Arquipélagos Oceânicos consiste no somatório de quais quatro tarefas principais?,"Estabelecer defesa terrestre, controlar a área marítima, controlar o espaço aéreo e manter o apoio logístico."
O que são as Ações de Defesa Aeroespacial?,"São aquelas adotadas para se opor à ameaça aeroespacial, reduzir ou anular a sua eficácia."
A defesa aeroespacial ativa de uma Força Naval é composta pela defesa _____ e pela defesa _____.,"aérea, antiaérea"
O que compreende a defesa aeroespacial passiva?,"O conjunto de medidas adotadas para reduzir os efeitos de um ataque sem atrição direta com o inimigo (ex: camuflagem, dispersão, manobras evasivas)."
O que é a área de defesa aeroespacial de uma Força Naval?,É a área no interior da qual uma Força Naval executa ações em oposição à ameaça aérea.
O que são Ações de Guerra Eletrônica?,"São ações que visam explorar emissões do oponente e negar o uso efetivo de seus sistemas eletromagnéticos, enquanto se protege os próprios."
As Medidas de Guerra Eletrônica (MGE) são divididas em quais três ramos?,"Medidas de Apoio à Guerra Eletrônica (MAGE), Medidas de Ataque Eletrônico (MAE) e Medidas de Proteção Eletrônica (MPE)."
O que são Medidas de Apoio à Guerra Eletrônica (MAGE)?,"São medidas para monitorar, interceptar, localizar e analisar sinais eletromagnéticos do opositor em apoio às operações."
Qual o objetivo das Medidas de Ataque Eletrônico (MAE)?,"Impedir ou reduzir o uso efetivo do espectro eletromagnético pelo inimigo, podendo ser destrutivas ou não destrutivas."
Qual o propósito das Medidas de Proteção Eletrônica (MPE)?,"Proteger meios e sistemas próprios para assegurar o uso efetivo do espectro eletromagnético, a despeito do emprego de MAE por forças amigas e inimigas."
O que são Ações de Guerra Cibernética?,Envolvem o emprego de ferramentas de TI para desestabilizar os ativos de informação do inimigo e proteger os próprios.
"Quanto ao tipo, as ações de guerra cibernética podem ser de _____, _____ ou _____.","ataque cibernético, proteção cibernética, exploração cibernética"
Qual o propósito do ataque cibernético?,"Degradar, corromper, destruir ou manipular informações em ativos de informação de interesse."
O que são as Ações de Guerra Acústica?,"Envolvem o emprego da energia acústica submarina para determinar, explorar, reduzir ou prevenir o uso do espectro acústico pelo inimigo e assegurar o seu uso pelas próprias forças."
"O que compreendem as Ações de Defesa Nuclear, Biológica, Química, Radiológica e Artefatos Explosivos (NBQREe)?","O conjunto de medidas para se opor a ataques com agentes NBQREe, visando à preservação da capacidade de combate."
Quais são as três fases em que se desenvolvem as ações de defesa NBQREe?,"Prevenção, Detecção e Resposta."
O que são as Ações de Despistamento?,"É o conjunto de medidas adotadas contra o inimigo, por meio da manipulação de evidências, para induzi-lo a reagir de modo prejudicial aos seus interesses."
Qual é o efeito desejado primordial de uma Ação de Submarinos?,A destruição dos navios inimigos.
O que são Ações de Superfície (ASup)?,"São aquelas realizadas por unidades de superfície contra unidades de superfície, meios de comunicação marítima ou plataformas inimigas."
Quais são os três efeitos desejados das Ações de Superfície de caráter defensivo?,"Repulsão, Obstrução e Diversão."
O que são Ações Aeronavais?,"São aquelas realizadas por aeronaves do Poder Naval, quando operando desdobradas em terra ou no ataque contra objetivos em terra."
O que são Ações Terrestres no contexto das operações navais?,"São ações desenvolvidas em ambiente terrestre no curso das operações navais, como em OpAnf, OpRib e OpEsp."